Job number,Occupancyissueddate,BIN,Borough,Housenumber,Streetname,Block,Lot,Noofdwellingunits,Buildingoccupancygroupclassification,CofilingtypeLabel,CofO Status
440643314-01,6/30/22 8:18,4016246,Queens,35-01,24 AVENUE,820,1,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440643662-01,1/3/22 10:17,4623829,Queens,134-14 GAR,133 AVENUE,11794,56,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
440644439-01,2/23/22 11:32,4044937,Queens,111-18,39TH AVENUE,1784,8,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440644830-01,4/12/22 11:47,4025058,Queens,30-17,79 STREET,1128,58,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
440644830-01,6/17/22 13:08,4025058,Queens,30-17,79 STREET,1128,58,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440645866-01,5/31/22 10:38,4623913,Queens,22-16 GAR,MURRAY STREET,4692,33,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
440647114-01,5/23/22 11:24,4163887,Queens,69-60,229 STREET,7687,35,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440650298-01,2/18/22 14:14,4218871,Queens,109-17,176 STREET,10268,27,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440653339-01,6/15/22 9:09,4130100,Queens,23-71,207 STREET,5807,49,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440653712-01,3/31/22 11:30,4182928,Queens,75-04,88 AVENUE,8900,1,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440654007-01,1/6/22 9:48,4096039,Queens,119-45,6TH AVE,3936,71,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
440654392-01,2/28/22 14:32,4287288,Queens,229-10,144 AVENUE,13499,35,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
440654392-01,3/31/22 11:44,4287288,Queens,229-10,144 AVENUE,13499,35,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440654409-01,2/16/22 15:14,4441055,Queens,10-15,46TH ROAD,48,40,,A-3 - ASSEMBLY: OTHER,Renewal Without Change,CO Issued
440654409-01,5/24/22 13:16,4441055,Queens,10-15,46TH ROAD,48,40,,A-3 - ASSEMBLY: OTHER,Renewal Without Change,CO Issued
440654604-01,5/19/22 9:46,4171725,Queens,244-55,61 AVE,8276,502,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440654622-01,5/2/22 14:49,4623777,Queens,244-55,61 AVE,8276,502,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
440654640-01,2/16/22 9:57,4272632,Queens,119-15,193 STREET,12649,57,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440656354-01,5/24/22 12:16,4165624,Queens,226-54,77 AVE,7840,79,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440656489-01,6/21/22 13:01,4065661,Queens,84-56,GRAND AVENUE,2891,25,2,M - MERCANTILE,Initial,CO Issued
440658147-01,6/8/22 8:33,4623513,Queens,143-27,183RD STREET,13079,14,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440658165-01,6/2/22 12:21,4624313,Queens,143-27GAR,183RD STREET,13079,14,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
440658174-01,2/9/22 12:44,4279979,Queens,218-04,134 ROAD,13013,77,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
440658174-01,3/9/22 8:25,4279979,Queens,218-04,134 ROAD,13013,77,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440658183-01,5/27/22 17:44,4624293,Queens,143-29GAR,183RD STREET,13079,12,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
440658209-01,6/15/22 9:05,4623514,Queens,143-29,183RD STREET,13079,12,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440658307-01,3/21/22 9:39,4148021,Queens,76-01,160 STREET,6836,40,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440658799-01,1/6/22 9:17,4219811,Queens,175-51,LINDEN BLVD,10306,21,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440659128-01,5/9/22 18:18,4153968,Queens,7334,181ST STREET,7168,41,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440661231-01,3/9/22 14:07,4523780,Queens,218-11,40 AVE,6255,34,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
440662294-01,5/19/22 9:36,4500980,Queens,177-27,106 AVENUE,10333,103,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
440664130-01,5/27/22 17:40,4624245,Queens,69-60 GAR,229 STREET,7687,35,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
440665861-01,3/25/22 15:00,4623541,Queens,192,BEDFORD AVE,16350,400,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
500082297-01,4/12/22 16:08,5083298,Staten Island,197,SHARROTT AVENUE,6795,3,1,RES - RESID. BLDG - OLD CODE,Final,CO Issued
500082304-01,4/20/22 14:20,5141243,Staten Island,197,GAR SHARROTT AVENUE,6795,3,,RES - RESID. BLDG - OLD CODE,Final,CO Issued
500109517-01,3/15/22 9:39,5116807,Staten Island,25,COLDSPRING CT,866,470,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
500141456-01,5/17/22 15:56,5170389,Staten Island,38,GARIBALDI AVENUE,4087,54,2,RES - RESID. BLDG - OLD CODE,Initial,CO Issued
500141456-01,6/29/22 14:38,5170389,Staten Island,38,GARIBALDI AVENUE,4087,54,2,RES - RESID. BLDG - OLD CODE,Final,CO Issued
500351898-01,5/5/22 11:02,5163230,Staten Island,661,GAR ANNADALE ROAD,5621,37,,B-2 - STORAGE (LOW HAZARD),Final,CO Issued
500430928-01,1/12/22 10:25,5009409,Staten Island,11,GOVERNOR ROAD,346,330,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
500531089-01,6/30/22 14:41,5028369,Staten Island,483,NETHERLAND AVENUE,1261,171,1,J-3 - RESIDENTIAL 1-2 FAMILY HOUSES,Final,CO Issued
500556579-01,5/25/22 13:32,5020816,Staten Island,93,PORTAGE AVENUE,804,7,1,J-3 - RESIDENTIAL 1-2 FAMILY HOUSES,Initial,CO Issued
500556579-01,6/29/22 15:28,5020816,Staten Island,93,PORTAGE AVENUE,804,7,1,J-3 - RESIDENTIAL 1-2 FAMILY HOUSES,Final,CO Issued
500642030-01,6/30/22 10:01,5085390,Staten Island,1025,SINCLAIR AVENUE,6970,10,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
500669369-01,1/31/22 10:47,5013793,Staten Island,135,CANAL STREET,527,1,,M - MERCANTILE,Renewal Without Change,CO Issued
500669369-01,4/1/22 22:48,5013793,Staten Island,135,CANAL STREET,527,1,,M - MERCANTILE,Renewal Without Change,CO Issued
500669369-01,5/25/22 13:36,5013793,Staten Island,135,CANAL STREET,527,1,,M - MERCANTILE,Renewal Without Change,CO Issued
500688758-01,3/22/22 9:26,5052741,Staten Island,122,BACHE AVENUE,3642,46,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
500689418-01,6/15/22 15:59,5148047,Staten Island,205,MASON BOULEVARD,7045,50,2,J-3 - RESIDENTIAL 1-2 FAMILY HOUSES,Final,CO Issued
500689427-01,6/13/22 16:17,5148046,Staten Island,201,MASON BOULEVARD,7045,48,2,J-3 - RESIDENTIAL 1-2 FAMILY HOUSES,Final,CO Issued
500689445-01,4/26/22 9:19,5148044,Staten Island,193,MASON BOULEVARD,7045,44,2,J-3 - RESIDENTIAL 1-2 FAMILY HOUSES,Final,CO Issued
500698569-01,5/2/22 15:20,5021572,Staten Island,90,HEWITT AVENUE,837,73,1,J-3 - RESIDENTIAL 1-2 FAMILY HOUSES,Final,CO Issued
500798158-01,2/15/22 14:13,5065619,Staten Island,135,RAMBLE ROAD,5137,28,1,J-3 - RESIDENTIAL 1-2 FAMILY HOUSES,Final,CO Issued
500870747-01,1/3/22 12:13,5170161,Staten Island,15 A,FAIRFIELD STREET,4586,1,,E - EDUCATIONAL,Renewal Without Change,CO Issued
500870747-01,5/2/22 14:58,5170161,Staten Island,15 A,FAIRFIELD STREET,4586,1,,E - EDUCATIONAL,Renewal Without Change,CO Issued
500871005-01,6/8/22 16:08,5170701,Staten Island,45,WAVERLY PLACE,635,1,0,E - EDUCATIONAL,Initial,CO Issued
500875323-01,1/19/22 14:06,5171442,Staten Island,70,SUMMIT STREET,7898,1,,E - EDUCATIONAL,Initial,CO Issued
500875323-01,4/8/22 14:02,5171442,Staten Island,70,SUMMIT STREET,7898,1,,E - EDUCATIONAL,Renewal Without Change,CO Issued
500875396-01,5/5/22 8:27,5171563,Staten Island,1064,WILLOWBROOK RD,1987,104,,E - EDUCATIONAL,Initial,CO Issued
510032420-01,2/22/22 16:06,5104123,Staten Island,1775,SOUTH AVENUE,2800,37,,C - MERCANTILE,Renewal Without Change,CO Issued
510032420-01,4/12/22 13:54,5104123,Staten Island,1775,SOUTH AVENUE,2800,37,,C - MERCANTILE,Renewal Without Change,CO Issued
510032420-01,6/10/22 15:17,5104123,Staten Island,1775,SOUTH AVENUE,2800,37,,C - MERCANTILE,Renewal Without Change,CO Issued
510045336-01,5/5/22 10:57,5021906,Staten Island,67,SPARKILL AVENUE,848,100,1,J-3 - RESIDENTIAL 1-2 FAMILY HOUSES,Final,CO Issued
510055627-01,4/8/22 13:30,5053583,Staten Island,316,LINCOLN AVENUE,3697,21,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
510061816-01,2/1/22 14:30,5157658,Staten Island,1204,VICTORY BLVD,651,10,,M - MERCANTILE,Initial,CO Issued
510061816-01,5/9/22 16:25,5157658,Staten Island,1204,VICTORY BLVD,651,10,,M - MERCANTILE,Renewal Without Change,CO Issued
510113084-01,2/15/22 15:39,5054719,Staten Island,64,MAPLETON AVENUE,3809,26,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
510113379-01,6/23/22 11:46,5090045,Staten Island,2604,RICHMOND TERRACE,1151,27,,S-1 - STORAGE: MODERATE HAZARD,Initial,CO Issued
510113440-01,3/16/22 13:24,5171789,Staten Island,225,BRICKTOWN WAY,7452,50,0,B - BUSINESS,Initial,CO Issued
510113440-01,3/25/22 15:45,5171789,Staten Island,225,BRICKTOWN WAY,7452,50,0,B - BUSINESS,Final,CO Issued
510113468-01,4/12/22 15:03,5057847,Staten Island,184,BEACH AVE,4231,32,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
510113495-01,3/25/22 10:00,5001471,Staten Island,572,RICHMOND TERRACE,62,27,,S-2 - STORAGE: LOW HAZARD,Renewal Without Change,CO Issued
510113495-01,5/9/22 16:14,5001471,Staten Island,572,RICHMOND TERRACE,62,27,,S-2 - STORAGE: LOW HAZARD,Renewal With Change,CO Issued
510113501-01,3/10/22 11:32,5174573,Staten Island,620,RICHMOND TERRACE,62,56,,S-1 - STORAGE: MODERATE HAZARD,Initial,CO Issued
510113501-01,5/25/22 13:14,5174573,Staten Island,620,RICHMOND TERRACE,62,56,,S-1 - STORAGE: MODERATE HAZARD,Renewal Without Change,CO Issued
510113556-01,3/8/22 13:23,5052645,Staten Island,267,LOCUST AVE,3639,1,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
510113832-01,1/31/22 11:18,5174469,Staten Island,18B,SNEDEN AVENUE,6244,25,,U - UTILITY / MISCELLANEOUS,Renewal Without Change,CO Issued
510113832-01,4/26/22 9:45,5174469,Staten Island,18B,SNEDEN AVENUE,6244,25,,U - UTILITY / MISCELLANEOUS,Renewal Without Change,CO Issued
510113841-01,1/31/22 11:10,5174468,Staten Island,18A,SNEDEN AVENUE,6244,22,,U - UTILITY / MISCELLANEOUS,Renewal Without Change,CO Issued
510113841-01,4/26/22 9:44,5174468,Staten Island,18A,SNEDEN AVENUE,6244,22,,U - UTILITY / MISCELLANEOUS,Renewal Without Change,CO Issued
510114056-01,4/1/22 23:06,5053151,Staten Island,352,SEAVER AVENUE,3661,14,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
510115643-01,3/4/22 16:01,5051898,Staten Island,93,PRESCOTT AVENUE,3599,39,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520015545-01,1/11/22 10:39,5164735,Staten Island,625,FATHER CAPODANNO BOULEVARD,3355,1,0,A-4 - ASSEMBLY: INDOOR SPORTS,Renewal Without Change,CO Issued
520015545-01,4/27/22 11:55,5164735,Staten Island,625,FATHER CAPODANNO BOULEVARD,3355,1,0,A-4 - ASSEMBLY: INDOOR SPORTS,Renewal Without Change,CO Issued
520023778-01,2/23/22 9:25,5103296,Staten Island,5638,AMBOY RD.,6651,19,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520026695-01,4/26/22 9:24,5016383,Staten Island,438,TARGEE STREET,645,56,,M - MERCANTILE,Renewal Without Change,CO Issued
520026695-01,6/27/22 11:59,5016383,Staten Island,438,TARGEE STREET,645,56,,M - MERCANTILE,Final,CO Issued
520030831-01,1/19/22 13:57,5066125,Staten Island,142,MANSION AVENUE,5202,5,0,A-2 - ASSEMBLY: EATING & DRINKING,Final,CO Issued
520037521-01,1/13/22 16:53,5007783,Staten Island,681,OAKLAND AVENUE,288,11,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520048298-01,2/15/22 14:04,5022408,Staten Island,94,DALEMERE ROAD,869,50,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520053003-01,1/11/22 11:47,5155332,Staten Island,3139,VETERANS ROAD WEST,7527,17,,B - BUSINESS,Renewal Without Change,CO Issued
520053003-01,4/26/22 9:22,5155332,Staten Island,3139,VETERANS ROAD WEST,7527,17,,B - BUSINESS,Renewal Without Change,CO Issued
520057027-01,6/30/22 14:35,5166943,Staten Island,251,GAR KISSEL AVENUE,101,22,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520058829-01,3/24/22 13:46,5158265,Staten Island,85,POUGHKEEPSIE COURT,6431,64,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
520058829-01,6/16/22 10:50,5158265,Staten Island,85,POUGHKEEPSIE COURT,6431,64,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
520077336-01,3/18/22 20:01,5031670,Staten Island,17,ROMAN AVENUE,1609,22,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520100881-01,6/9/22 8:50,5168273,Staten Island,104,ELEANOR STREET,2249,65,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520132963-01,2/14/22 10:43,5158986,Staten Island,7,NAVY PIER COURT,487,7501,467,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
520132963-01,5/23/22 11:20,5158986,Staten Island,7,NAVY PIER COURT,487,7501,467,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
520132972-01,2/14/22 10:17,5158987,Staten Island,8,NAVY PIER COURT,487,30,104,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
520132972-01,5/19/22 16:14,5158987,Staten Island,8,NAVY PIER COURT,487,30,104,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
520135675-01,3/10/22 16:13,5170604,Staten Island,2667,RICHMOND AVE,2400,30,,A-2 - ASSEMBLY: EATING & DRINKING,Renewal Without Change,CO Issued
520135951-01,1/27/22 11:01,5023202,Staten Island,98,BROWNING AVENUE,917,80,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520136022-01,1/13/22 17:23,5085501,Staten Island,55,GOFF AVE,6976,27,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520136139-01,3/11/22 11:19,5170676,Staten Island,2800 X,VICTORY BLVD,2040,1,,A-5 - ASSEMBLY: OUTDOORS,Renewal Without Change,CO Issued
520136139-01,5/31/22 14:40,5170676,Staten Island,2800 X,VICTORY BLVD,2040,1,,A-5 - ASSEMBLY: OUTDOORS,Renewal Without Change,CO Issued
520137708-01,4/29/22 16:11,5164632,Staten Island,155,RICHMOND TERRACE,2,22,0,S-2 - STORAGE: LOW HAZARD,Renewal Without Change,CO Issued
520137833-01,2/11/22 11:13,5039658,Staten Island,2655,RICHMOND AVENUE,2400,180,,M - MERCANTILE,Renewal Without Change,CO Issued
520137833-01,5/11/22 16:03,5039658,Staten Island,2655,RICHMOND AVENUE,2400,180,,M - MERCANTILE,Renewal Without Change,CO Issued
520137904-01,6/30/22 15:16,5000091,Staten Island,36,HAMILTON AV,10,19,116,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
520145502-01,3/28/22 20:34,5062901,Staten Island,106,LEEDS STREET,4661,31,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520167097-01,6/30/22 13:26,5016870,Staten Island,37,NORTHERN BLVD.,673,30,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520200871-01,3/29/22 12:05,5171479,Staten Island,397,GARRETSON AVENUE,3378,12,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520200880-01,3/29/22 12:12,5171480,Staten Island,397 GAR,GARRETSON AVENUE,3378,12,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520205661-01,5/17/22 15:23,5169673,Staten Island,7,NINO COURT,7780,20,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520208828-01,1/31/22 10:53,5164494,Staten Island,55,RICHMOND TERRACE,2,15,,M - MERCANTILE,Renewal Without Change,CO Issued
520208828-01,5/2/22 15:00,5164494,Staten Island,55,RICHMOND TERRACE,2,15,,M - MERCANTILE,Renewal Without Change,CO Issued
520211155-01,6/13/22 13:16,5085549,Staten Island,17,MARETZEK COURT,6998,400,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520220261-01,3/21/22 13:58,5066985,Staten Island,107,ELMWOOD AVENUE,5258,55,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520225426-01,6/1/22 15:08,5166781,Staten Island,566,GULF AVENUE,1835,1,,S-1 - STORAGE: MODERATE HAZARD,Renewal Without Change,CO Issued
520233113-01,3/14/22 11:39,5039660,Staten Island,283,PLATINUM AVENUE,2400,375,,M - MERCANTILE,Renewal Without Change,CO Issued
520233113-01,6/30/22 14:45,5039660,Staten Island,283,PLATINUM AVENUE,2400,375,,M - MERCANTILE,Renewal Without Change,CO Issued
520241836-01,3/14/22 14:22,5018627,Staten Island,2200,VICTORY BOULEVARD,735,81,,M - MERCANTILE,Renewal Without Change,CO Issued
520248571-01,4/25/22 14:47,5017972,Staten Island,41,JOSEPHINE STREET,709,51,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520265221-01,3/1/22 10:18,5087859,Staten Island,449,MANHATTAN STREET,7880,52,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520275096-01,1/3/22 14:59,5814826,Staten Island,264,QUEEN STREET,813,17,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520285361-01,5/12/22 13:53,5070473,Staten Island,345,DEWEY AVE,5441,47,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520290827-01,1/25/22 15:09,5164346,Staten Island,39,TORRICE LOOP,7577,39,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520290836-01,1/19/22 15:04,5164345,Staten Island,37,TORRICE LOOP,7577,40,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520291149-01,5/18/22 13:09,5164341,Staten Island,48,TORRICE LOOP,7577,71,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520294342-01,1/26/22 15:19,5007757,Staten Island,94,HARVEST AVENUE,287,61,01,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
520294342-01,4/12/22 14:37,5007757,Staten Island,94,HARVEST AVENUE,287,61,01,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
520294342-01,6/28/22 13:41,5007757,Staten Island,94,HARVEST AVENUE,287,61,01,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
520294556-01,4/7/22 15:23,5006441,Staten Island,868,POST AVENUE,238,94,2,M - MERCANTILE,Final,CO Issued
520295859-01,3/24/22 10:46,5068849,Staten Island,70,RETFORD AVENUE,5327,16,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520298678-01,1/11/22 11:29,5048804,Staten Island,42,EVERGREEN AVENUE,3313,45,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520300825-01,4/29/22 8:36,5068235,Staten Island,242,WIMAN AVENUE,5306,73,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520303635-01,3/18/22 13:43,5080200,Staten Island,131,RATHBUN AVE,6233,52,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520304563-01,2/4/22 15:43,5171560,Staten Island,28 GAR,GRAVES STREET,769,50,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520305777-01,3/16/22 11:27,5169846,Staten Island,206GAR,WIMAN AVENUE,5306,54,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520305820-01,5/16/22 10:14,5169470,Staten Island,441,NORTHFIELD AVENUE,1270,14,,M - MERCANTILE,Initial,CO Issued
520305820-01,6/1/22 15:01,5169470,Staten Island,441,NORTHFIELD AVENUE,1270,14,,M - MERCANTILE,Renewal With Change,CO Issued
520305839-01,5/16/22 9:51,5169471,Staten Island,451,NORTHFIELD AVENUE,1270,8,,M - MERCANTILE,Initial,CO Issued
520305928-01,4/1/22 16:08,5171653,Staten Island,2600,HYLAN BLVD,3969,1,,M - MERCANTILE,Renewal Without Change,CO Issued
520305928-01,5/5/22 8:39,5171653,Staten Island,2600,HYLAN BLVD,3969,1,,M - MERCANTILE,Renewal With Change,CO Issued
520305937-01,4/5/22 10:57,5171652,Staten Island,2636,HYLAND BOULEVARD,3969,1,,M - MERCANTILE,Renewal Without Change,CO Issued
520305937-01,6/22/22 14:58,5171652,Staten Island,2636,HYLAND BOULEVARD,3969,1,,M - MERCANTILE,Renewal With Change,CO Issued
520306623-01,5/16/22 10:33,5169467,Staten Island,2323,FOREST AVENUE,1270,5,,M - MERCANTILE,Initial,CO Issued
520308006-01,3/7/22 14:36,5007683,Staten Island,646,FOREST AVENUE,286,7,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520309675-01,1/11/22 11:44,5170921,Staten Island,103,FINLAY AVE,6750,44,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520312652-01,3/7/22 11:00,5010611,Staten Island,120,KEMBALL AVENUE,373,235,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520313438-01,1/13/22 16:01,5169827,Staten Island,95,ANDROVETTE STREET,7407,72,0,F-1 - FACTORY/INDUSTRIAL: MODERATE HAZAR,Final,CO Issued
520315169-01,3/18/22 15:17,5169828,Staten Island,14,PURDY PLACE,6662,4,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520315178-01,6/14/22 14:34,5169829,Staten Island,18,PURDY PLACE,6662,5,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520315187-01,6/10/22 10:57,5169830,Staten Island,22,PURDY PLACE,6662,6,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520315196-01,6/10/22 11:05,5169831,Staten Island,26,PURDY PLACE,6662,7,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520315203-01,6/30/22 14:49,5169832,Staten Island,30,PURDY PLACE,6662,8,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520315560-01,1/3/22 15:06,5011058,Staten Island,96,COALE AVENUE,378,165,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
520319343-01,2/10/22 9:20,5137884,Staten Island,9,COURT STREET,537,28,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520319496-01,6/30/22 10:14,5031672,Staten Island,29,ROMAN AVENUE,1609,28,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520319673-01,1/20/22 11:07,5166615,Staten Island,101,MILLS AVE,3116,29,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520322696-01,3/31/22 11:05,5021432,Staten Island,57,SPRING ST,835,22,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520324783-01,2/14/22 16:54,5167977,Staten Island,131GAR,RATHBUN AVENUE,6233,52,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520325648-01,3/14/22 11:29,5022928,Staten Island,1717,RICHMOND ROAD,887,7,0,M - MERCANTILE,Initial,CO Issued
520327637-01,1/18/22 11:01,5021831,Staten Island,80,SPRING ST.,844,13,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
520327637-01,4/20/22 15:45,5021831,Staten Island,80,SPRING ST.,844,13,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
520328119-01,1/19/22 16:05,5166415,Staten Island,39,CRANFORD AVENUE,4313,43,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520331800-01,5/16/22 10:29,5169468,Staten Island,2333,FOREST AVENUE,1270,6,,F-1 - FACTORY/INDUSTRIAL: MODERATE HAZAR,Initial,CO Issued
520331819-01,5/16/22 10:37,5169469,Staten Island,2363,FOREST AVE,1270,7,,B - BUSINESS,Initial,CO Issued
520331819-01,6/17/22 13:43,5169469,Staten Island,2363,FOREST AVE,1270,7,,B - BUSINESS,Renewal With Change,CO Issued
520331944-01,5/10/22 8:46,5170685,Staten Island,48GAR,TORRICE LOOP,7577,71,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520333826-01,6/30/22 13:16,5095477,Staten Island,752,PATTERSON AVENUE,3871,9,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
