BBL,BORO,BOROUGH,BLOCK,LOT,CD,HOUSE NUMBER,STREET NAME,ALTERNATE ADDRESS,PARCEL NAME,AGENCY,PRIMARY USE CODE,PRIMARY USE TEXT,OWNER,OWNED/LEASED,U-F-USE-CODE,U-F-USE-TEXT,U-A-USE-CODE,U-A-USE-TEXT,USE STATUS,X COORD,Y COORD,
5034150053,5,STATEN ISLAND,03415,0053,502,,OCEANSIDE AVENU,OCEANSIDE AVENU,SOUTH BEACH BLUEBELT,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0964746,0153883,
5034160010,5,STATEN ISLAND,03416,0010,502,,WENTWORTH AVENUE,WENTWORTH AVENUE,MID-ISLAND BLUEBELT PHASE 1 SB,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0964818,0154041,
5034160015,5,STATEN ISLAND,03416,0015,502,,WENTWORTH AVENUE,WENTWORTH AVENUE,MID-ISLAND BLUEBELT PHASE 1 SB,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0964783,0154104,
5034160019,5,STATEN ISLAND,03416,0019,502,,WENTWORTH AVENUE,WENTWORTH AVENUE,MID-ISLAND BLUEBELT PHASE 1 SB,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0964750,0154153,
5034160021,5,STATEN ISLAND,03416,0021,502,,WENTWORTH AVENUE,WENTWORTH AVENUE,SOUTH BEACH BLUEBELT,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0964667,0154275,
5034160035,5,STATEN ISLAND,03416,0035,502,,ORLANDO STREET,ORLANDO STREET,SOUTH BEACH BLUEBELT,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0964811,0154261,
5034170214,5,STATEN ISLAND,03417,0214,502,,VULCAN STREET,VULCAN STREET,SOUTH BEACH BLUEBELT,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0963574,0153942,
5034170236,5,STATEN ISLAND,03417,0236,502,,MALLORY AVENUE,MALLORY AVENUE,MID-ISLAND BLUEBELT PHASE 1 SB,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0963394,0153948,
5034180050,5,STATEN ISLAND,03418,0050,502,,LAVA STREET,LAVA STREET,SOUTH BEACH BLUE BELT,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0963246,0154123,
5034180057,5,STATEN ISLAND,03418,0057,502,,LAVA STREET,LAVA STREET,SOUTH BEACH BLUE BELT,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0963120,0154153,
5034220001,5,STATEN ISLAND,03422,0001,502,,WINFIELD STREET,WINFIELD STREET,SOUTH BEACH BLUEBELT,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0963541,0153667,
5034230001,5,STATEN ISLAND,03423,0001,502,,PATTERSON AVENUE,PATTERSON AVENUE,SOUTH BEACH BLUEBELT,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0963152,0153571,
5034230007,5,STATEN ISLAND,03423,0007,502,,QUINTARD STREET,QUINTARD STREET,SOUTH BEACH BLUEBELT,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0963421,0153447,
5034230041,5,STATEN ISLAND,03423,0041,502,,QUINCY AVENUE,QUINCY AVENUE,SOUTH BEACH BLUEBELT,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0963593,0153258,
5034270010,5,STATEN ISLAND,03427,0010,502,,QUINCY AVENUE,QUINCY AVENUE,MID-ISLAND BLUEBELT PHASE 1 SB,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0963767,0153271,
5034270100,5,STATEN ISLAND,03427,0100,502,,OCEANSIDE AVENUE,OCEANSIDE AVENUE,MID-ISLAND BLUEBELT PHASE 1 SB,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0963902,0153440,
5034270200,5,STATEN ISLAND,03427,0200,502,,OCEANSIDE AVENUE,OCEANSIDE AVENUE,SOUTH BEACH WETLANDS,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0964164,0153261,
5034270260,5,STATEN ISLAND,03427,0260,502,,QUINTARD STREET,QUINTARD STREET,SOUTH BEACH WETLANDS,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0964062,0153056,
5034270300,5,STATEN ISLAND,03427,0300,502,,OCEANSIDE AVENUE,OCEANSIDE AVENUE,BLUE HERON PARK PRESERVE,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0963907,0153242,
5034750026,5,STATEN ISLAND,03475,0026,502,,SEAVIEW AVENUE,SEAVIEW AVENUE,,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0961131,0151208,
5034910008,5,STATEN ISLAND,03491,0008,502,,FR CAPODANNO BLVD,FR CAPODANNO BLVD,SOUTH BEACH BLUEBELT  PHASE 1,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0965060,0153887,
5035000050,5,STATEN ISLAND,03500,0050,502,,SEASIDE BOULEVARD,SEASIDE BOULEVARD,SOUTH BEACH BLUEBELT,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0964320,0153165,
5035000060,5,STATEN ISLAND,03500,0060,502,,FR CAPODANNO BOULEVARD,FR CAPODANNO BOULEVARD,BLUE HERON PARK PRESERVE,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0964576,0153298,
5035000072,5,STATEN ISLAND,03500,0072,502,,FR CAPODANNO BLVD,FR CAPODANNO BLVD,SOUTH BEACH BLUEBELT,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0964424,0153106,
5035000082,5,STATEN ISLAND,03500,0082,502,,QUINTARD ST.,QUINTARD ST.,SOUTH BEACH BLUEBELT,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0964321,0152950,
5035000100,5,STATEN ISLAND,03500,0100,502,,QUINTARD ST.,QUINTARD ST.,SOUTH BEACH BLUEBELT,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0964238,0152815,
5035000200,5,STATEN ISLAND,03500,0200,502,,OCEANSIDE AVENUE,OCEANSIDE AVENUE,SOUTH BEACH BLUEBELT PHASE 2,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0964403,0153361,
5035250200,5,STATEN ISLAND,03525,0200,595,300,FR CAPODANNO BOULEVARD,300 FR CAPODANNO BOULEVARD,FDR BOARDWALK & BEACH/MIDLAND,DEP,1112,WASTEWATER PUMPING STATION,C,O,,,,,C,0964943,0151576,
5035250200,5,STATEN ISLAND,03525,0200,595,300,FR CAPODANNO BOULEVARD,300 FR CAPODANNO BOULEVARD,FDR BOARDWALK & BEACH/MIDLAND,PARKS,0462,BEACH,C,O,,,,,C,0964943,0151576,
5035250200,5,STATEN ISLAND,03525,0200,595,300,FR CAPODANNO BOULEVARD,300 FR CAPODANNO BOULEVARD,FDR BOARDWALK & BEACH/MIDLAND,SANIT,1011,OUTDOOR STORAGE - BULK MATERIAL,C,O,,,,,C,0964943,0151576,
5035320071,5,STATEN ISLAND,03532,0071,502,,RICHMOND RD,RICHMOND RD,GEN DOUGLAS MACARTHUR PARK,PARKS,0440,PARK,C,O,,,,,C,0956411,0152999,
5035320500,5,STATEN ISLAND,03532,0500,502,1754,RICHMOND ROAD,1754 RICHMOND ROAD,CHARLES BERRY HSES & SENIOR CR,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,O,,,,,C,0955922,0153217,
5035360017,5,STATEN ISLAND,03536,0017,502,,ZOE STREET,ZOE STREET,,DCAS,1510,NO USE-NON RESIDENTIAL STRUCTURESE,C,O,,,,,C,0957174,0153470,
5035410001,5,STATEN ISLAND,03541,0001,502,,SEAVER AVENUE,SEAVER AVENUE,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956699,0152476,
5035410003,5,STATEN ISLAND,03541,0003,502,,SEAVER AVENUE,SEAVER AVENUE,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956653,0152513,
5035410007,5,STATEN ISLAND,03541,0007,502,,SEAVER AVENUE,SEAVER AVENUE,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956600,0152547,
5035410009,5,STATEN ISLAND,03541,0009,502,,SEAVER AVENUE,SEAVER AVENUE,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956570,0152574,
5035410012,5,STATEN ISLAND,03541,0012,502,,ZOE STREET,ZOE STREET,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956641,0152604,
5035410014,5,STATEN ISLAND,03541,0014,502,,ZOE STREET,ZOE STREET,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956668,0152632,
5035410016,5,STATEN ISLAND,03541,0016,502,,ZOE STREET,ZOE STREET,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956695,0152661,
5035410018,5,STATEN ISLAND,03541,0018,502,,ZOE STREET,ZOE STREET,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956716,0152683,
5035410019,5,STATEN ISLAND,03541,0019,502,,ZOE STREET,ZOE STREET,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956750,0152719,
5035410024,5,STATEN ISLAND,03541,0024,502,,NAUGHTON AVENUE,NAUGHTON AVENUE,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956793,0152807,
5035410026,5,STATEN ISLAND,03541,0026,502,,NAUGHTON AVENUE,NAUGHTON AVENUE,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956858,0152761,
5035410032,5,STATEN ISLAND,03541,0032,502,,CLETUS STREET,CLETUS STREET,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956926,0152714,
5035410036,5,STATEN ISLAND,03541,0036,502,,CLETUS STREET,CLETUS STREET,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956844,0152671,
5035410039,5,STATEN ISLAND,03541,0039,502,,CLETUS STREET,CLETUS STREET,LAST CHANCE POND.PAEK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956802,0152627,
5035410042,5,STATEN ISLAND,03541,0042,502,,CLETUS STREET,CLETUS STREET,NEW CREEK BLUEBELT  PHASE 3,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956768,0152591,
5035410044,5,STATEN ISLAND,03541,0044,502,,CLETUS STREET,CLETUS STREET,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956734,0152556,
5035420001,5,STATEN ISLAND,03542,0001,502,,SEAVER AVENUE,SEAVER AVENUE,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956902,0152311,
5035420003,5,STATEN ISLAND,03542,0003,502,,SEAVER AVENUE,SEAVER AVENUE,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956864,0152344,
5035420006,5,STATEN ISLAND,03542,0006,502,,SEAVER AVENUE,SEAVER AVENUE,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956812,0152375,
5035420009,5,STATEN ISLAND,03542,0009,502,,SEAVER AVENUE,SEAVER AVENUE,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956774,0152408,
5035420012,5,STATEN ISLAND,03542,0012,502,,CLETUS STREET,CLETUS STREET,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956864,0152458,
5035420019,5,STATEN ISLAND,03542,0019,502,,CLETUS STREET,CLETUS STREET,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956945,0152544,
5035420022,5,STATEN ISLAND,03542,0022,502,,NAUGHTON AVENUE,NAUGHTON AVENUE,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956980,0152581,
5035420026,5,STATEN ISLAND,03542,0026,502,,NAUGHTON AVENUE,NAUGHTON AVENUE,LAST CHANCE POND PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0957009,0152657,
5035420028,5,STATEN ISLAND,03542,0028,502,,NAUGHTON AVENUE,NAUGHTON AVENUE,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0957041,0152632,
5035420030,5,STATEN ISLAND,03542,0030,502,,NAUGHTON AVENUE,NAUGHTON AVENUE,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0957075,0152610,
5035420032,5,STATEN ISLAND,03542,0032,502,,NAUGHTON AVENUE,NAUGHTON AVENUE,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0957085,0152539,
5035420043,5,STATEN ISLAND,03542,0043,502,,HUSSON STREET,HUSSON STREET,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956964,0152418,
5035440001,5,STATEN ISLAND,03544,0001,502,,ZOE STREET,ZOE STREET,NEW CREEK BLUEBELT PHASE 2,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956403,0152262,
5035450026,5,STATEN ISLAND,03545,0026,502,,CLETUS STREET,CLETUS STREET,NEW CREEK BLUEBELT  PHASE 3,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956616,0152184,
5035450029,5,STATEN ISLAND,03545,0029,502,,CLETUS STREET,CLETUS STREET,NEW CREEK BLUEBELT  PHASE 3,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956646,0152226,
5035450030,5,STATEN ISLAND,03545,0030,502,,SEAVER AVENUE,SEAVER AVENUE,NEW CREEK BLUEBELT  PHASE 3,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956679,0152293,
5035450033,5,STATEN ISLAND,03545,0033,502,,SEAVER AVENUE,SEAVER AVENUE,NEW CREEK BLUEBELT  PHASE 3,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956738,0152242,
5035450038,5,STATEN ISLAND,03545,0038,502,,SEAVER AVENUE,SEAVER AVENUE,LAST CHANCE POND.PARK,PARKS,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956791,0152197,
5035450043,5,STATEN ISLAND,03545,0043,502,,HUSSON STREET,HUSSON STREET,NEW CREEK BLUEBELT  PHASE 3,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956694,0152138,
5035450045,5,STATEN ISLAND,03545,0045,502,,HUSSON STREET,HUSSON STREET,NEW CREEK BLUEBELT  PHASE 3,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956667,0152101,
5035490138,5,STATEN ISLAND,03549,0138,502,,HUSSON STREET,HUSSON STREET,,DOT,0880,ROAD/HIGHWAY,C,O,,,,,C,0957396,0152761,
5035500001,5,STATEN ISLAND,03550,0001,502,,HUSSON STREET,HUSSON STREET,NEW CREEK BLUEBELT PHASE 2,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0956774,0151927,
5035510006,5,STATEN ISLAND,03551,0006,502,,,,NEW CREEK BLUEBELT  PHASE 3,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0957065,0151463,
5035510140,5,STATEN ISLAND,03551,0140,502,1919,HYLAN BOULEVARD,1919 HYLAN BOULEVARD,,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,P,O,,,,,C,0957313,0151701,
5036020001,5,STATEN ISLAND,03602,0001,502,,NORTH RAILROAD AVENUE,NORTH RAILROAD AVENUE,,DCAS,1510,NO USE-NON RESIDENTIAL STRUCTURESE,C,O,,,,,C,0953527,0149992,
5036020001,5,STATEN ISLAND,03602,0001,502,,NORTH RAILROAD AVENUE,NORTH RAILROAD AVENUE,,MTA,0852,RAIL LINE,C,O,,,,,C,0953527,0149992,
5036320071,5,STATEN ISLAND,03632,0071,502,,EDISON ST,EDISON ST,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0953266,0149184,
5036380005,5,STATEN ISLAND,03638,0005,502,,OTIS AVE,OTIS AVE,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0953901,0148668,
5036380033,5,STATEN ISLAND,03638,0033,502,0,EDISON STREET,EDISON STREET,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0953781,0148823,
5036430005,5,STATEN ISLAND,03643,0005,502,309,NEW DORP LANE,309 NEW DORP LANE,NEW DORP REGIONAL LIBRARY,NYPL,0332,BRANCH LIBRARY,C,O,,,,,C,0953145,0147665,
5036440032,5,STATEN ISLAND,03644,0032,502,,CLAWSON STREET,CLAWSON STREET,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0954271,0148479,
5036450007,5,STATEN ISLAND,03645,0007,502,,CLAWSON ST& LOCUST AVE,CLAWSON ST& LOCUST AVE,PS 41,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,0954110,0148272,
5036510032,5,STATEN ISLAND,03651,0032,502,,BUEL AVE,BUEL AVE,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0958762,0152101,
5036510035,5,STATEN ISLAND,03651,0035,502,,BUEL AVE,BUEL AVE,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0958794,0152079,
5036510089,5,STATEN ISLAND,03651,0089,502,,DONGAN HILLS AVE,DONGAN HILLS AVE,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0958743,0152004,
5036510091,5,STATEN ISLAND,03651,0091,502,,DONGAN HILLS AVE,DONGAN HILLS AVE,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0958709,0152026,
5036520037,5,STATEN ISLAND,03652,0037,502,,DONGAN HILLS AVENUE,DONGAN HILLS AVENUE,,DOT,0880,ROAD/HIGHWAY,C,O,,,,,C,0958627,0151922,
5036550010,5,STATEN ISLAND,03655,0010,502,,DONGAN HILLS AVENUE,DONGAN HILLS AVENUE,,DOT,0880,ROAD/HIGHWAY,C,O,,,,,C,0958651,0151905,
5036580001,5,STATEN ISLAND,03658,0001,502,,HYLAN BOULEVARD,HYLAN BOULEVARD,NEW CREEK BLUEBELT  PHASE 4,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0957740,0151355,
5036590034,5,STATEN ISLAND,03659,0034,502,,SLATER BLVD,SLATER BLVD,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0958888,0151321,
5036610001,5,STATEN ISLAND,03661,0001,502,,LACONIA AVENUE,LACONIA AVENUE,NEW CREEK BLUEBELT  PHASE 4,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0958303,0150972,
5036620001,5,STATEN ISLAND,03662,0001,502,,BERMUDA PLACE,BERMUDA PLACE,NEW CREEK BLUEBELT  PHASE 4,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0957419,0151392,
5036630001,5,STATEN ISLAND,03663,0001,502,,BOUNDARY AVENUE,BOUNDARY AVENUE,NEW CREEK BLUEBELT  PHASE 4,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0957626,0151253,
5036640004,5,STATEN ISLAND,03664,0004,502,,HYLAN BOULEVARD,HYLAN BOULEVARD,NEW CREEK BLUEBELT  PHASE 4,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0957238,0151251,
5036640005,5,STATEN ISLAND,03664,0005,502,,HYLAN BOULEVARD,HYLAN BOULEVARD,NEW CREEK BLUEBELT  PHASE 4,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0957256,0151270,
5036640006,5,STATEN ISLAND,03664,0006,502,,HYLAN BOULEVARD,HYLAN BOULEVARD,NEW CREEK BLUEBELT  PHASE 4,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0957273,0151289,
5036640007,5,STATEN ISLAND,03664,0007,502,,HYLAN BOULEVARD,HYLAN BOULEVARD,NEW CREEK BLUEBELT  PHASE 4,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0957290,0151307,
5036640008,5,STATEN ISLAND,03664,0008,502,,HYLAN BOULEVARD,HYLAN BOULEVARD,NEW CREEK BLUEBELT  PHASE 4,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0957315,0151335,
5036640010,5,STATEN ISLAND,03664,0010,502,,BERMUDA PLACE,BERMUDA PLACE,NEW CREEK BLUEBELT  PHASE 4,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0957361,0151261,
5036650001,5,STATEN ISLAND,03665,0001,502,,BOUNDARY AVENUE,BOUNDARY AVENUE,NEW CREEK BLUEBELT  PHASE 4,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0957489,0151088,
5036730016,5,STATEN ISLAND,03673,0016,502,0,HAVEN AVENUE,HAVEN AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0956948,0150297,
5036790027,5,STATEN ISLAND,03679,0027,502,,HAVEN AVE,HAVEN AVE,,DOT,0880,ROAD/HIGHWAY,C,O,,,,,C,0957087,0150316,
5036800001,5,STATEN ISLAND,03680,0001,502,,MASON AVENUE,MASON AVENUE,NEW CREEK BLUEBELT  PHASE 4,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0958234,0150764,
5036800031,5,STATEN ISLAND,03680,0031,502,,ROWAN AVENUE,ROWAN AVENUE,NEW CREEK BLUEBELT  PHASE 4,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0957999,0150860,
5036840003,5,STATEN ISLAND,03684,0003,502,395,HUNTER AVENUE,395 HUNTER AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0957526,0149779,
5036880025,5,STATEN ISLAND,03688,0025,502,,BEDFORD AVE,BEDFORD AVE,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0956360,0149955,
5036960001,5,STATEN ISLAND,03696,0001,502,,MIDLAND AVE,MIDLAND AVE,IS 2 PLAYGROUND/BALLFIELD,PARKS,0440,PARK,C,O,,,,,C,0956347,0148986,
5036960030,5,STATEN ISLAND,03696,0030,502,,MIDLAND AVE,MIDLAND AVE,IS 2 PLAYGROUND/BALLFIELD,PARKS,0440,PARK,C,O,,,,,C,0956175,0149134,
5036960035,5,STATEN ISLAND,03696,0035,502,,MIDLAND AVE,MIDLAND AVE,IS 2 PLAYGROUND/BALLFIELD,PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,0956115,0149291,
5036960100,5,STATEN ISLAND,03696,0100,502,333,MIDLAND AVENUE,333 MIDLAND AVENUE,IS  2 & PLAYGROUND,EDUC,0212,INTERMEDIATE SCHOOL,C,O,,,,,C,0956545,0149444,
5036960100,5,STATEN ISLAND,03696,0100,502,333,MIDLAND AVENUE,333 MIDLAND AVENUE,IS  2 & PLAYGROUND,PARKS,0431,PLAYGROUND,C,O,,,,,C,0956545,0149444,
5037040041,5,STATEN ISLAND,03704,0041,502,,BUEL AVENUE,BUEL AVENUE,,DOT,0880,ROAD/HIGHWAY,C,O,,,,,C,0959956,0151575,
5037050001,5,STATEN ISLAND,03705,0001,502,450,BUEL AVENUE,450 BUEL AVENUE,PS 52 & PLAYGROUND,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,0959525,0151528,
5037050001,5,STATEN ISLAND,03705,0001,502,450,BUEL AVENUE,450 BUEL AVENUE,PS 52 & PLAYGROUND,PARKS,0431,PLAYGROUND,C,O,,,,,C,0959525,0151528,
5037070057,5,STATEN ISLAND,03707,0057,502,,OLYMPIA BOULEVARD,OLYMPIA BOULEVARD,,DOT,0880,ROAD/HIGHWAY,C,O,,,,,C,0960558,0151197,
5037080035,5,STATEN ISLAND,03708,0035,502,478,BUEL AVENUE,478 BUEL AVENUE,NEW CREEK BLUEBELT (PHASE 6),DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0960257,0151092,
5037080043,5,STATEN ISLAND,03708,0043,502,,,,NEW CREEK BLUEBELT (PHASE 6),DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0960217,0150997,
5037110003,5,STATEN ISLAND,03711,0003,502,494,MASON AVE,494 MASON AVE,MASON AVE PUMPING STATION,DEP,1123,PUMPING STATION,C,O,,,,,C,0958827,0150956,
5037110133,5,STATEN ISLAND,03711,0133,502,0,SLATER BOULEVARD,SLATER BOULEVARD,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0959278,0150780,
5037140001,5,STATEN ISLAND,03714,0001,502,,MASON AVENUE,MASON AVENUE,NEW CREEK BLUEBELT  PHASE 4,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0958911,0150621,
5037160014,5,STATEN ISLAND,03716,0014,502,,ROWAN STREET,ROWAN STREET,NEW CREEK BLUEBELT  PHASE 4,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0958705,0150195,
5037220001,5,STATEN ISLAND,03722,0001,502,,HUNTER AVENUE,HUNTER AVENUE,NEW CREEK BLUEBELT  PHASE 4,DEP,0471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,O,,,,,C,0958318,0149243,
